GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID	2vs0	4vs0	8vs0	10vs0	tt_dev$adj.P.Val	wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c
DDB_G0279705	aplE	saposin-like protein E	amoebapore-like protein E	Q54WE4	 0.077131063737375	 0.42159454766	 2.9680072071	  4.80674230184	8.1226906195813e-06	 2318.5963767	 2323.7578038	 2610.9400280	 2476.9763520	 2670.8818178	 2678.6415854	 2426.3755247	 2576.4454463	 2503.8361806	 2571.7624152	 2477.3551429	 2459.9126328	 2434.3580034	 2415.6802422	 2474.7402249
DDB_G0275185	gacI	RacGAP	RhoGAP domain-containing protein	Q553X3	 1.548389015230071	 2.09768591590	 2.7072318233	  3.19290516343	9.00296292379283e-06	    1.9520751	    2.5132204	    2.9867777	    1.7155056	    1.9981686	    2.7465048	    2.6350880	    1.8509142	    2.7399802	   10.6772405	    2.7007855	    2.3727975	   68.9785322	   23.9087356	   38.3080264
DDB_G0272180	DDB_G0272180	NA	NA	Q75JW4	-0.191698431478002	-0.11112770669	 2.3931243921	  3.24488328315	9.93717127211134e-06	   19.1252307	   20.2243633	   29.3885436	   21.1205602	   21.9070346	   30.9228545	   38.0499432	   44.3515706	   32.2689171	  131.2573953	   91.9096560	   92.0952759	  151.2975328	  101.5432751	  125.8338609
DDB_G0287985	DDB_G0287985	NA	NA	Q54JK8	 2.116845972346804	 2.44067145633	 2.4689023213	  2.68735639996	1.01295142859703e-05	  188.6165196	  197.2580297	  188.7811013	  189.1802286	  191.8260839	  191.6321808	  201.9501602	  158.9517179	  181.1870320	  166.5331419	  145.7646134	  167.9142907	  141.8810616	  161.9533934	  159.2988509
DDB_G0270098	sqstm1	p62	sequestosome-1	Q55CE3	 1.682059208723742	 2.95927144373	 2.6416203311	  2.51728919420	1.01295142859703e-05	    2.7970818	   10.5497195	  133.6469127	   27.6244513	   33.0798883	   14.9804347	   27.4530537	   27.1182709	   14.5202088	   49.6512442	    1.4904093	    6.9649184	    5.8881562	   16.8000559	   54.3157851
DDB_G0287581	DDB_G0287581	NA	unknown	Q54K61	-0.357166495934562	 0.28550299510	 1.9397694304	  4.00960410760	1.0682492769158e-05	66532.5770843	72271.8521703	69010.9079428	74220.1227837	76088.4994394	64031.0324711	53515.0864422	78653.7700286	73690.0686088	57925.4400458	58623.8522607	57571.5455063	74591.1310422	47483.2865591	66585.0516497
DDB_G0268278	DDB_G0268278	NA	NA	Q55GR3	-0.239347286754898	-0.21194776023	 2.5710179706	  3.11351414892	1.15246748118674e-05	    1.9798995	    3.4889819	    2.2987063	   44.9977218	   32.1000854	   38.0902531	  108.1228884	  121.4574015	   81.5440444	  418.2553990	  404.3696676	  332.2814325	  277.3900080	  414.4003323	  284.0706297
DDB_G0269482	DDB_G0269482	NA	unknown	Q55DY0	 1.317641060627429	 2.40813119459	 2.1655560274	  2.41511489887	1.19944609991669e-05	 1981.1228496	 2007.1329183	 2152.6199443	 2423.9960865	 2310.5925829	 2547.5968984	 2461.4420619	 2633.6683849	 2436.4977944	 3204.5486676	 3098.4410986	 2981.2696631	 3552.3962009	 3109.5637919	 3388.0812591
DDB_G0291938	DDB_G0291938	NA	NA	Q54DX0	 0.264064114673233	 0.17077242390	 2.7333515670	  3.57853471781	1.4225662505868e-05	  304.7156004	  311.0384380	  320.6348783	  309.2769652	  332.9947267	  331.9636188	  327.0750660	  288.5015836	  280.2254320	  387.8023418	  314.4807033	  325.4990846	  432.1067006	  383.9060287	  380.6676981
DDB_G0292754	DDB_G0292754	NA	NA	Q54CR6	 0.674100273702964	 1.11252774956	 1.3396700665	  1.48963278158	1.48910616967729e-05	  948.0937213	 1127.8588515	 1252.9625142	 1141.3905881	 1147.4686893	 1100.4139945	 1059.6295315	 1172.6126609	 1244.7921428	 1380.1929102	 1460.0901572	 1394.6002614	 1595.7788751	 1573.6991154	 1546.1942813
DDB_G0281547	amyA	NA	putative alpha-amylase	Q54TS5	-0.115137869486025	-0.21034350501	-0.8269462334	 -1.26266065839	1.48910616967729e-05	  250.3546727	  281.0935243	  289.7461204	  248.1676098	  264.4794404	  328.6663642	  250.7152528	  227.5821575	  237.8514032	  237.2798709	  238.5225809	  218.1088030	  227.5052441	  237.7645669	  249.0350421
DDB_G0267928	tmem144B	NA	transmembrane protein 144 B	Q55FV8	 0.118765319372234	-0.38116659944	-2.5946933957	 -2.68989098588	1.91262915521727e-05	   94.9388212	   81.4301322	   89.1190343	   98.8071004	   93.3475652	  101.9981415	  112.9932758	  106.5174128	  108.9142907	  145.5810582	  120.6841168	  125.8710667	  108.8699842	  149.6348107	  128.2930743
DDB_G0289319	mybQ	NA	myb domain-containing protein	Q54HP1	 0.054295193454597	 0.07219971429	 1.9534773883	  2.22033344971	1.91262915521727e-05	   65.6703512	   55.7796338	   48.7418877	   60.7755101	   52.0089527	   53.2153958	   59.3617390	   49.7010851	   66.1809105	   48.6972902	   63.4762689	   57.0503919	   50.7438916	   72.3040254	   46.8599431
DDB_G0277863	pdiA	PDI	cAMP phosphodiesterase inhibitor	P22549	 2.890572836013440	 3.20636159750	 0.0853695840	  0.05561217747	1.93940251088635e-05	   92.9030153	   85.9790541	   88.5334271	   65.0819512	   76.6939663	   84.1924011	   88.0976008	   65.4192990	   79.1031983	   70.8470928	   84.6140310	   66.3567694	   67.0120664	   85.7211367	   78.7194384
DDB_G0288933	cda	NA	cytidine deaminase	Q54I82	 0.054164244322100	 0.33881589634	 0.7662406269	  0.77342342845	2.02986226766506e-05	   30.3760365	   24.0799780	   24.5488349	   23.0526782	   24.6650530	   19.2792051	   25.5744898	   21.0151044	   22.1010172	   23.5620944	   21.7223956	   20.8023282	   15.5363553	   28.2683369	   17.6289151
DDB_G0292028	DDB_G0292028	NA	von Willebrand factor A domain-containing protein 5B1	Q54DU5	 1.735320279767606	 2.17069200582	 1.5543917764	  1.25040637491	2.02986226766506e-05	   18.6909639	   16.5589047	   16.3099060	   13.2083333	   17.4550337	   13.5493190	   19.4521467	   15.6201609	   12.8814953	   16.0394721	   16.4995296	   19.5044931	   14.3816551	   19.1003926	   14.2719868
DDB_G0295725	DDB_G0295725	NA	unknown	C7G007	-0.126934212751265	 0.06243890722	 1.0709215398	  1.09526772393	2.03489151982559e-05	   15.5401864	   13.2693754	   16.6124858	   17.4971526	   13.8428638	   14.1551291	   10.4254415	   11.5371178	   16.1303366	    2.6301301	    2.4571188	    2.7061028	    2.1022052	    3.1259521	    2.0869338
DDB_G0286025	DDB_G0286025	NA	glycoside hydrolase family 5 protein	Q54MD5	-0.502899820619534	-0.11103088603	 1.3608686376	  2.64660639731	2.11188745638911e-05	   11.7165847	    6.1198626	   13.3570171	    2.6107736	   11.0192962	    2.0523210	    8.1099571	    9.7590720	    8.6750494	    7.6990534	    8.2686906	   11.9494423	    1.6612600	    9.2865600	   11.4160623
DDB_G0282815	DDB_G0282815	orfSGP	unknown	Q54RZ4	 0.129764526859393	 0.64598042283	 1.5878171306	  1.43540151085	2.11188745638911e-05	    7.3690004	    1.9693506	    2.5896219	    1.9919612	    2.3215471	    9.0864674	    2.6072358	    8.8211987	    9.1846374	    3.1299334	    2.4166017	    4.8462383	    8.9524646	    3.0416305	    2.9101443
DDB_G0291253	dia2	NA	unknown	O96042	 0.779139097776236	 1.05285812948	 4.1228729716	  4.34154555226	2.12997981014422e-05	    2.1567810	    2.6734938	    2.7757563	    8.5296855	    9.9483619	   14.0381686	    7.5003012	   20.4888910	   26.4830113	    2.5012202	   18.8348310	   28.2981022	    2.6829801	   26.3433226	   10.7964789
DDB_G0292424	DDB_G0292424	NA	NA	Q54D94	-2.497755678253502	-2.89871371022	-2.6994624403	 -2.32653898076	2.12997981014422e-05	15627.1623179	15313.3382633	16365.3735234	15110.3489077	14430.8410147	11974.1535734	14360.0310190	14548.0701218	14302.8855515	14046.8580944	12644.7305246	13335.8045075	13570.6935804	12870.2636393	14085.1114451
DDB_G0287913	oatA	OAT	ornithine-oxo-acid transaminase, ornithine 5-aminotransferase	Q54JP5	-0.235952027803898	-0.51487953544	-0.9694837575	 -1.22829108961	2.21962258491062e-05	 1743.8900702	 1548.7314423	 1399.9813392	 1558.8542280	 1537.6702677	 1411.4726891	 1659.8857152	 1462.8984981	 1499.1602925	 1585.2376304	 1745.9319245	 1493.9648554	 1710.8102087	 1848.9141630	 1581.1332030
DDB_G0271340	DDB_G0271340	NA	acyl-CoA oxidase	Q55BH8	 1.223852537267999	 2.03122795986	 2.8242347693	  2.72494090911	2.3213999886448e-05	 1541.0673385	 1303.5053264	 1333.8398108	 1795.7149908	 1803.7003476	 1882.6057432	 1907.7164930	 1810.6500718	 1802.9956066	 1898.9834760	 1924.5928729	 1871.3297978	 1762.2168825	 2012.1239011	 1962.6198999
DDB_G0288007	DDB_G0288007	NA	Proteasome-associated protein ECM29 homolog	Q54JJ7	 0.139733065420502	 0.54380399984	 1.1469310565	  1.21916571762	2.34329559042753e-05	 4839.8353900	 4952.3382536	 4869.0597012	 4530.9701368	 4804.6228599	 4513.8679511	 4337.1016307	 4582.6590309	 4528.3369575	 4141.8130619	 4474.2257266	 4165.5717357	 3931.0956944	 3913.2811911	 3774.5901433
DDB_G0277627	tgrR2	NA	immunoglobulin E-set domain-containing protein	Q54ZD2	 0.116830027884236	 0.11139717530	 2.2643903900	  3.19955047977	2.93019580241861e-05	    1.8807332	    3.1990637	    4.3050401	    1.9793457	    2.5171209	    2.1798332	    3.1883204	    2.4292419	    2.9062544	    2.7013116	   13.8253980	   14.2272572	   22.1230069	   18.7160342	   31.4207567
DDB_G0293182	expl8	NA	expansin-like protein	Q54C80	-0.316281274442864	-0.31465661940	 1.6389683065	  3.45324936069	2.9437652897978e-05	    1.7563684	    2.6120658	    3.6427267	    2.1974441	    2.6772462	    2.6212987	    2.0428854	    2.3667950	    2.6703147	   38.5359806	   30.6246661	   23.4216645	   39.6442690	   25.1703739	   21.2433025
DDB_G0279413	pkaR	PKA, rdeC, cAK	cAMP-dependent protein kinase A, regulatory subunit	P05987	 0.099777985527872	 0.76597374206	 2.2174154087	  2.44133896816	2.99190592482174e-05	  127.5204924	  121.1807534	  154.5291381	  118.9951943	  115.3260279	  213.4988584	  195.2823776	  179.8545750	  196.5310875	  385.2856924	  363.5778275	  336.8384716	  373.0784158	  346.0474736	  346.6482543
DDB_G0274661	DDB_G0274661	NA	unknown	Q555E4	 0.209433704729878	 0.67893004802	 1.6561188363	  2.12472048189	3.08635135229068e-05	 5156.4389123	 4730.9944016	 4623.3454770	 4504.9663085	 4592.0784090	 4707.9633848	 4554.1016562	 4586.0039505	 4384.6873084	 3957.8808262	 3963.5292289	 4189.6240887	 3952.9174196	 3494.2384374	 3834.8404279
DDB_G0290531	DDB_G0290531	NA	NA	Q54FY5	-0.154118241397563	-0.02660134146	 2.2969738613	  3.76854198912	3.28111735892994e-05	    3.0617629	    2.4225766	    2.6568074	    2.3770091	    3.1385401	    2.7993544	   10.6752043	    8.7670023	    5.8832241	    9.2632603	   11.7071742	    9.9272178	    1.8259066	   10.7267024	    5.1185906
DDB_G0278393	DDB_G0278393	NA	immunoglobulin E-set domain-containing protein	Q54Y64	-0.437674085949502	-0.41815063731	 1.7976261242	  0.01036011567	3.36713768148808e-05	  652.2478500	  608.1960316	  580.4408604	  697.0078447	  661.0255881	  676.9079411	  657.8937376	  662.2473004	  715.4978482	  694.4998806	  796.1402984	  650.1559845	  737.2368530	  796.7345041	  636.8007590
DDB_G0280763	hemA	ALAS	5-aminolevulinate synthase, ALA synthase	Q54UX3	-0.097306853819761	-0.56419478640	-1.3391892645	 -1.77192499945	3.37107041354126e-05	  763.6576933	  689.0491293	  657.3899478	  746.5783266	  803.2438820	  775.3791901	  735.3198343	  724.5906964	  721.7229632	  717.5727213	  774.8517467	  705.4616776	  750.3451662	  702.0494403	  749.6395439
DDB_G0278115	netD	Net4	nuclear envelope transmembrane protein 4	Q54YR8	-0.134633232620121	-0.55297777691	-1.0379320804	 -1.56254154500	3.49224027331079e-05	 3934.2889066	 4012.2609170	 3346.7245528	 3673.6118409	 3876.5236035	 4181.1665616	 4593.4823020	 3698.5107779	 3712.1532884	 3627.7047791	 3898.3326844	 3739.3251115	 3952.1999759	 3002.6699192	 3778.4346042
DDB_G0275069	pks16	dipks16, FAS, beta-ketoacyl synthase family protein	putative fatty acid synthase	Q869W9	-0.199861496162318	-0.58101360372	-2.9256488324	 -3.70056321236	3.49224027331079e-05	 1366.0185618	 1790.2218959	 2331.6734815	 1395.9404501	 1292.6754618	 4747.0157250	 3487.6201462	 2062.3452665	 2439.9135228	 3519.1129574	 2729.3386244	 1430.2840586	 4241.4852543	 2066.5915238	 2649.4827231
DDB_G0268850	DDB_G0268850	NA	putative ATP binding protein	Q55EK5	 0.272854487303570	 0.96892177016	 1.7908462549	  1.97685294463	3.60646333116861e-05	 1142.0725952	 1067.7292997	  951.3522157	 1300.0927185	 1294.4115609	 1653.0068335	 1508.1608905	 1454.9315239	 1263.9631230	 2184.3441469	 2113.2606732	 1934.7643887	 2603.6720399	 2134.0678932	 2172.0210777
DDB_G0274291	lyT2-4	NA	putative T4-like lysozyme 2	Q86AA1	 2.115044520038442	 3.77527884514	 5.2167003373	  5.56764632090	3.75436358357927e-05	 3207.5905666	 3481.7959723	 3301.1944356	 3090.1864966	 3240.9809180	 4238.1579100	 3682.3861271	 3158.0247766	 3326.9167489	 3801.7348170	 3624.7183597	 3848.0972683	 3082.9074663	 3827.7106557	 3790.0495763
DDB_G0277379	pspD	NA	spore coat protein SP87	P54643	 0.025662753402109	-0.02037715470	 2.3418662936	  6.50175118525	3.76268800341358e-05	  331.7924867	  321.0384145	  342.6082427	  310.8995352	  291.6906342	  220.3752001	  241.8058802	  273.3833652	  244.1514134	  163.5041873	  141.0389215	  132.4569850	  132.3461185	   74.2587597	   93.9757403
DDB_G0275447	myoD	myoID, DMID, myosin-1D	myosin ID heavy chain	P34109	-0.020891368182466	-0.19489828156	-0.5364555910	 -0.81512734380	3.79000334085544e-05	    4.8545410	    2.8138808	    6.2093432	   51.5872814	   38.0267785	   38.3586800	  105.3735444	   91.8933282	   58.9818039	  180.3499203	  230.7182803	  108.2778717	   98.7857455	  111.9624807	   70.7142598
DDB_G0278793	rmd1	rmdn1	regulator of microtubule dynamics protein 1	Q54XR4	-0.260475906885889	-0.27743780571	-0.7536526562	 -0.85424633875	4.14544284512771e-05	  881.9604251	  878.3900262	  888.5983556	 1007.6873766	 1029.7372916	 1405.4893113	 1179.1011724	 1074.6699286	 1163.1164229	 1603.6121924	 1721.3268632	 1501.5865334	 1753.6388288	 1432.0058445	 1712.3539208
DDB_G0289333	DDB_G0289333	NA	NA	Q54HN9	-0.224337165004929	-0.37372692001	-0.8174106854	 -1.04554551569	4.16783612148669e-05	 3126.1409595	 2956.5376859	 2838.6848418	 2997.9986096	 3024.7043134	 2853.0792036	 3298.2990169	 3094.9480063	 2899.2944555	 2864.8383227	 2685.0577555	 2659.4544787	 2733.9608908	 2253.4751796	 2692.1513614
DDB_G0287833	DDB_G0287833	NA	NA	Q54JR7	 0.135295535447260	 2.01267714614	 3.8427509394	  3.31542197664	4.16783612148669e-05	   55.2436497	   31.9291528	   47.0488056	   43.6381510	   57.8161581	   97.4459907	   16.7172251	   66.5111071	   69.4163452	   52.5412855	   50.9994974	   51.8447073	   68.0682900	   43.0725809	   66.9224951
DDB_G0276789	DDB_G0276789	NA	NA	Q7KWW3	-0.015729205353863	 0.19911193983	 0.7789727973	  0.92852087532	4.21201623668628e-05	    2.1526121	    6.5321572	    2.3104691	    6.7981923	    2.3308158	    5.6428147	    4.6774742	    1.9183796	    7.2836082	    3.6154281	    6.1142515	    7.4277150	    2.9905076	    7.4355515	    5.1742550
DDB_G0293708	DDB_G0293708	NA	LIM-type zinc finger-containing protein	Q54BL7	 0.640113134143142	 0.93453231608	 1.9504071205	  2.03615730953	4.23162062820809e-05	  735.7035519	  779.2034128	  670.2241278	  643.2336110	  694.6849660	  582.4736642	  605.1927412	  629.7969556	  681.2802116	  529.3647588	  565.5669746	  575.2446309	  550.7685854	  584.8522398	  569.6759397
DDB_G0292112	galK	NA	galactokinase	Q54DN6	-0.305790084819860	-0.76578695342	-3.1198768123	 -3.26869114218	4.32480886533989e-05	    1.6838319	   30.4896241	   35.5931863	    2.8279005	    9.8302796	   74.0792319	   19.4533440	   21.5093717	    2.4884111	   39.6550898	    4.0618848	   22.4098029	   34.3097578	   27.2073535	   39.0388996
DDB_G0269462	DDB_G0269462	NA	ubiquitin domain-containing protein	Q55DZ2	 2.067827863932503	 2.81957104787	 2.6347681398	  2.51569030026	4.36238198334885e-05	  657.1897692	  666.8112964	  830.2960312	  834.1728799	  873.7389642	  903.8849744	  776.4729379	  897.9085816	  952.0774879	 1061.6590325	 1077.9251151	 1002.1534241	 1134.6439371	 1142.4801747	 1049.5626551
DDB_G0283599	limA	NA	LIM-type zinc finger-containing protein	Q54QR1	-0.342476865104327	-0.16693419052	 2.1385074651	  3.53143769273	4.39576311307914e-05	    2.1404081	    2.1611295	    2.7264553	    2.5055410	    1.9370331	    1.5889404	    1.8709659	    4.0607860	    3.1512568	    1.7037604	    2.6500970	    1.7452648	  159.9454546	   18.3317958	   75.4424324
DDB_G0268650	DDB_G0268650	NA	NA	Q55F35	 0.877760132801603	 0.06812373806	 2.7772995493	  3.11010623767	4.63548790352225e-05	 3449.9711404	 3512.1971563	 3217.4549714	 3178.4022994	 3647.0792848	 3008.8166805	 3381.1511495	 3265.0657613	 3345.5660080	 3259.8349759	 3325.1766921	 3080.2051809	 3078.5965498	 3423.6819971	 3511.2219577
DDB_G0285053	alrB	NA	aldo-keto reductase	Q54NZ7	 0.016766581192972	-0.06992637187	-0.2892177662	 -0.99381424574	5.01930538904012e-05	 3412.7865311	 3233.0984503	 2896.9547301	 3141.7446357	 3359.8081709	 3476.8903689	 2936.3469211	 3674.9638246	 3362.7355422	 3393.8456675	 3903.7820599	 3204.2599439	 3218.8545626	 4278.5537912	 2679.8641628
DDB_G0287269	ccbl	NA	kynurenine-oxoglutarate transaminase, kynurenine aminotransferase, cysteine-S-conjugate beta-lyase	Q54KM6	-0.165299795501738	-0.22859875207	-0.7235520108	 -1.07763822143	5.56704881671446e-05	 7561.3995724	 6518.3428498	 7066.3970484	 7754.9782808	 7407.4284683	 8224.4419464	 9823.3478466	 9286.6120860	10231.8153744	10809.2401917	11546.9986557	12594.3857977	10048.3755149	 9440.3094249	10616.5208783
DDB_G0290959	chtC	rsc6	cheater C	Q54FB1	 0.667565002662774	 0.97407855837	 1.2563202167	  1.35267036396	5.66694027260676e-05	  768.6003438	  818.1817386	  712.9949126	  709.9352879	  692.8460789	  700.1066480	  824.2523214	  760.6140842	  801.3831489	  528.6677038	  582.4828398	  587.3861495	  378.8277042	  581.7824758	  504.3668411
DDB_G0293802	DDB_G0293802	NA	transmembrane protein	Q54BA1	-0.247850226048827	 0.46740597027	 2.3131347987	  4.42557479461	6.30996860665881e-05	 3229.3436773	 3242.8551849	 3470.1565447	 3266.7562771	 3346.1554513	 3418.3192752	 3153.9789383	 3218.6353245	 3176.8828325	 3022.3208576	 2909.1579428	 2951.6669729	 2864.8635447	 2690.9553302	 2860.3418695
DDB_G0293034	DDB_G0293034	NA	NA	Q54CD7	-0.093307365564023	-0.35559650014	-0.8539702840	 -1.15584970063	6.30996860665881e-05	    2.4452489	    2.3771926	    2.9039005	    2.8074196	    2.5903677	    2.9827413	    1.7298018	    2.8013542	    2.9307256	    7.5409195	    1.7657591	    2.4541882	  164.5570184	   23.7169167	   67.3861894
DDB_G0285399	cyb5r1	NA	NADH-cytochrome b5 reductase	Q54NC1	-0.115407110910436	-0.39110320265	-0.8741941997	 -1.10794471996	6.56963452093736e-05	    1.9345709	    3.4350524	    2.4711739	    2.1278313	    2.2726041	    2.1692593	    2.1802539	    2.2724105	    4.1486872	    9.3420389	    2.1408945	    2.9490675	  450.2734834	   59.1915189	  192.2863651
DDB_G0273817	ptpA1-2	ptpA1, PTP1	protein-tyrosine phosphatase 1	P34137	-0.143961384704727	 0.17434209188	 1.2018913429	  1.20628881936	6.69907357941242e-05	  365.1823004	  341.1016807	  319.5800713	  331.9970722	  319.5535540	  327.6509329	  291.9352466	  302.9742085	  296.9453226	  252.7389585	  244.7767717	  241.8354684	  259.2803170	  223.6258604	  233.0827909
DDB_G0283401	ctsZ	NA	cathepsin Z precursor, peptidase C1A family protein, papain family cysteine protease	Q54R55	-0.126383623813787	-0.32863099319	-1.1519685932	 -1.33317339689	7.34551898257264e-05	  163.9936804	  163.6851404	  146.3488115	  225.1797662	  236.2649834	  236.6198760	  463.6745826	  442.4558440	  343.3038832	  816.8947956	  730.9023640	  593.8797407	  615.5144409	  769.5565303	  556.8236453
DDB_G0293274	DDB_G0293274	NA	B-box zinc finger-containing protein/FNIP repeat-containing protein	Q54C10	 0.535928191403268	 0.88480060252	 0.9611013750	  0.81039069301	7.61734171387507e-05	 4653.5503248	 4656.3361719	 3435.0721156	 3969.1494499	 4119.9540831	 3848.5004011	 3486.9665479	 3823.3240382	 3831.0620841	 3101.0692342	 3891.3101234	 3474.9981105	 3268.8093733	 2661.1092625	 3322.6704398
